1.000000000000000000e+00 4.861711417714197764e-04
     0.120953    0.062330
     0.115853    0.060896
     0.110848    0.059450
     0.105941    0.057995
     0.101131    0.056533
     0.096421    0.055065
     0.091812    0.053593
     0.087305    0.052120
     0.082900    0.050646
     0.078599    0.049174
     0.074403    0.047705
     0.070314    0.046241
     0.066331    0.044784
     0.062456    0.043334
     0.058691    0.041892
     0.055036    0.040461
     0.051491    0.039041
     0.048058    0.037632
     0.044738    0.036236
     0.041531    0.034852
     0.038439    0.033480
     0.035461    0.032121
     0.032600    0.030775
     0.029854    0.029441
     0.027226    0.028118
     0.024716    0.026805
     0.022325    0.025502
     0.020052    0.024206
     0.017899    0.022918
     0.015866    0.021634
     0.013954    0.020354
     0.012162    0.019075
     0.010493    0.017795
     0.008945    0.016511
     0.007520    0.015223
     0.006218    0.013926
     0.005038    0.012620
     0.003982    0.011300
     0.003050    0.009966
     0.002241    0.008614
     0.001557    0.007241
     0.000997    0.005846
     0.000561    0.004427
     0.000249    0.002981
     0.000062    0.001506
     0.000000    0.000000
     0.000062   -0.000475
     0.000249   -0.000980
     0.000561   -0.001512
     0.000997   -0.002066
     0.001557   -0.002641
     0.002241   -0.003233
     0.003050   -0.003839
     0.003982   -0.004456
     0.005038   -0.005080
     0.006218   -0.005708
     0.007520   -0.006338
     0.008945   -0.006967
     0.010493   -0.007593
     0.012162   -0.008213
     0.013954   -0.008826
     0.015866   -0.009430
     0.017899   -0.010023
     0.020052   -0.010605
     0.022325   -0.011174
     0.024716   -0.011731
     0.027226   -0.012274
     0.029854   -0.012805
     0.032600   -0.013322
     0.035461   -0.013828
     0.038439   -0.014322
     0.041531   -0.014806
     0.044738   -0.015281
     0.048058   -0.015748
     0.051491   -0.016207
     0.055036   -0.016662
     0.058691   -0.017113
     0.062456   -0.017562
     0.066331   -0.018010
     0.070314   -0.018458
     0.074403   -0.018909
     0.078599   -0.019363
     0.082900   -0.019821
     0.087305   -0.020285
     0.091812   -0.020755
     0.096421   -0.021231
     0.101131   -0.021715
     0.105941   -0.022207
     0.110848   -0.022707
     0.115853   -0.023213
     0.120953   -0.023728
     0.126148   -0.024248
     0.131435   -0.024775
     0.136815   -0.025306
     0.142285   -0.025842
     0.147845   -0.026380
     0.153492   -0.026919
     0.159225   -0.027458
     0.165044   -0.027995
     0.170946   -0.028528
     0.176930   -0.029056
     0.182994   -0.029577
     0.189138   -0.030090
     0.195358   -0.030591
     0.201655   -0.031080
     0.208026   -0.031556
     0.214470   -0.032015
     0.220986   -0.032458
     0.227570   -0.032882
     0.234223   -0.033286
     0.240941   -0.033669
     0.247725   -0.034030
     0.254571   -0.034369
     0.261478   -0.034683
     0.268445   -0.034973
     0.275470   -0.035238
     0.282550   -0.035479
     0.289685   -0.035694
     0.296872   -0.035884
     0.304110   -0.036048
     0.311396   -0.036188
     0.318730   -0.036303
     0.326109   -0.036393
     0.333531   -0.036460
     0.340994   -0.036504
     0.348497   -0.036525
     0.356038   -0.036524
     0.363615   -0.036502
     0.371226   -0.036460
     0.378869   -0.036398
     0.386542   -0.036316
     0.394243   -0.036217
     0.401971   -0.036100
     0.409723   -0.035966
     0.417498   -0.035815
     0.425293   -0.035649
     0.433107   -0.035468
     0.440937   -0.035273
     0.448783   -0.035063
     0.456641   -0.034840
     0.464509   -0.034604
     0.472387   -0.034356
     0.480272   -0.034094
     0.488161   -0.033821
     0.496053   -0.033537
     0.503947   -0.033241
     0.511839   -0.032934
     0.519728   -0.032616
     0.527613   -0.032288
     0.535491   -0.031950
     0.543359   -0.031602
     0.551217   -0.031245
     0.559063   -0.030879
     0.566893   -0.030504
     0.574707   -0.030122
     0.582502   -0.029732
     0.590277   -0.029335
     0.598029   -0.028931
     0.605757   -0.028521
     0.613458   -0.028106
     0.621131   -0.027687
     0.628774   -0.027263
     0.636385   -0.026836
     0.643962   -0.026406
     0.651503   -0.025973
     0.659006   -0.025539
     0.666469   -0.025104
     0.673891   -0.024669
     0.681270   -0.024234
     0.688604   -0.023799
     0.695890   -0.023366
     0.703128   -0.022934
     0.710315   -0.022504
     0.717450   -0.022076
     0.724530   -0.021651
     0.731555   -0.021228
     0.738522   -0.020808
     0.745429   -0.020390
     0.752275   -0.019976
     0.759059   -0.019563
     0.765777   -0.019154
     0.772430   -0.018746
     0.779014   -0.018341
     0.785530   -0.017938
     0.791974   -0.017535
     0.798345   -0.017134
     0.804642   -0.016734
     0.810862   -0.016334
     0.817006   -0.015934
     0.823070   -0.015534
     0.829054   -0.015134
     0.834956   -0.014732
     0.840775   -0.014329
     0.846508   -0.013925
     0.852155   -0.013520
     0.857715   -0.013113
     0.863185   -0.012704
     0.868565   -0.012294
     0.873852   -0.011883
     0.879047   -0.011470
     0.884147   -0.011057
     0.889152   -0.010644
     0.894059   -0.010230
     0.898869   -0.009818
     0.903579   -0.009406
     0.908188   -0.008996
     0.912695   -0.008589
     0.917100   -0.008185
     0.921401   -0.007786
     0.925597   -0.007391
     0.929686   -0.007002
     0.933669   -0.006619
     0.937544   -0.006244
     0.941309   -0.005878
     0.944964   -0.005520
     0.948509   -0.005172
     0.951942   -0.004834
     0.955262   -0.004508
     0.958469   -0.004193
     0.961561   -0.003891
     0.964539   -0.003601
     0.967400   -0.003324
     0.970146   -0.003061
     0.972774   -0.002812
     0.975284   -0.002576
     0.977675   -0.002354
     0.979948   -0.002146
     0.982101   -0.001952
     0.984134   -0.001771
     0.986046   -0.001604
     0.987838   -0.001450
     0.989507   -0.001309
     0.991055   -0.001180
     0.992480   -0.001064
     0.993782   -0.000959
     0.994962   -0.000866
     0.996018   -0.000784
     0.996950   -0.000713
     0.997759   -0.000651
     0.998443   -0.000600
     0.999003   -0.000559
     0.999439   -0.000527
     0.999751   -0.000504
     0.999938   -0.000491
     1.000000   -0.000486
